"","year","state_location","school_name","school_level","school_type","enrollment","charter","magnet","virtual"
"295",2015,"FL","HERNANDO VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"296",2015,"FL","HERNANDO VIRTUAL INSTRUCTION","Other","Regular","17","No","No","Yes"
"297",2015,"FL","HIGHLANDS VIRTUAL INSTRUCTION PROGRAM","Other","Regular","24","No","No","Yes"
"298",2015,"FL","HIGHLANDS VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"299",2015,"FL","HILLSBOROUGH VIRTUAL FRANCHISE HIGH SCHOOL","Other","Regular","8","No","No","Yes"
"300",2015,"FL","HILLSBOROUGH VIRT INSTR PRGS","Other","Regular","0","No","No","Yes"
"301",2015,"FL","HILLSBOROUGH VIRTUAL INSTRUCTION COURSE OFFERINGS","Other","Regular","30","No","No","Yes"
"302",2015,"FL","HILLSBOROUGH VIRTUAL SCHOOL","Other","Regular","321","No","No","Yes"
"303",2015,"FL","FLORIDA VIRTUAL ACADEMY AT HILLSBOROUGH COUNTY","Other","Regular","230","Yes","No","Yes"
"304",2015,"FL","HOLMES VIRTUAL INSTRUCTION PROGRAM","Other","Regular","7","No","No","Yes"
"305",2015,"FL","HOLMES VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"306",2015,"FL","HOLMES EDGENUITY","Other","Regular","5","No","No","Yes"
"307",2015,"FL","INDIAN RIVER VIRTUAL INSTRUCTION PROGRAM","Other","Regular","0","No","No","Yes"
"308",2015,"FL","JACKSON VIRTUAL INSTRUCTION PROGRAM","Other","Regular","24","No","No","Yes"
"309",2015,"FL","JACKSON VIRTUAL INSTRUCTION COURSE OFFERINGS","Other","Regular","0","No","No","Yes"
"310",2015,"FL","JACKSON VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"311",2015,"FL","JEFFERSON VIRTUAL INSTRUCTION PROGRAM","Other","Regular","0","No","No","Yes"
"312",2015,"FL","LAFAYETTE VIRTUAL INSTRUCTION PROGRAM","Other","Regular","1","No","No","Yes"
"313",2015,"FL","LAFAYETTE VIRTUAL FRANCHISE","Other","Regular","3","No","No","Yes"
"314",2015,"FL","LAFAYETTE VIRTUAL INSTRUCTION COURSE OFFERINGS","Other","Regular","0","No","No","Yes"
"315",2015,"FL","LAFAYETTE VIRTUAL INSTRUCTION K-5 FULLTIME","Primary","Regular","0","No","No","Yes"
"316",2015,"FL","LAKE VIRTUAL INSTRUCTION PROGRAM","Other","Regular","11","No","No","Yes"
"317",2015,"FL","LAKE VIRTUAL FRANCHISE","Other","Regular","92","No","No","Yes"
"318",2015,"FL","LAKE VIRTUAL INSTRUCTION COURSE OFFERINGS","Other","Regular","0","No","No","Yes"
"319",2015,"FL","LAKE VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)","Other","Regular","0","No","No","Yes"
"320",2015,"FL","LEE VIRTUAL INSTRUCTION PROGRAM","Other","Regular","0","No","No","Yes"
"321",2015,"FL","LEE COUNTY VIRTUAL FRANCHISE","Other","Regular","212","No","No","Yes"
"322",2015,"FL","LEE COUNTY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)","Primary","Regular","59","No","No","Yes"
"323",2015,"FL","LEE VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"324",2015,"FL","LEON COUNTY VIRTUAL INSTRUCTION PROGRAM","Primary","Regular","10","No","No","Yes"
"325",2015,"FL","LEON COUNTY VIRTUAL SCHOOL FRANCHISE","Other","Regular","41","No","No","Yes"
"326",2015,"FL","LEON VIRTUAL ACADEMY","Other","Regular","0","No","No","Yes"
"327",2015,"FL","LEON VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"328",2015,"FL","LEVY VIRTUAL INSTRUCTION PROGRAM","Primary","Regular","0","No","No","Yes"
"329",2015,"FL","LEVY VIRTUAL FRANCHISE","Other","Regular","2","No","No","Yes"
"330",2015,"FL","LEVY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)","Primary","Regular","1","No","No","Yes"
"331",2015,"FL","LIBERTY VIRTUAL INSTRUCTION PROGRAM","Other","Regular","0","No","No","Yes"
"332",2015,"FL","LIBERTY VIRTUAL FRANCHISE","High","Regular","0","No","No","Yes"
"333",2015,"FL","MADISON VIRTUAL INSTRUCTION PROGRAM","Other","Regular","33","No","No","Yes"
"334",2015,"FL","MADISON VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"335",2015,"FL","MADISON VIRTUAL INSTRUCTION PROGRAM","Other","Regular","0","No","No","Yes"
"336",2015,"FL","MANATEE VIRTUAL INSTRUCTION PROGRAM","Other","Regular","11","No","No","Yes"
"337",2015,"FL","MANATEE VIRTUAL FRANCHISE (ETECH SCHOOL OF MANATEE)","Other","Regular","75","No","No","Yes"
"338",2015,"FL","MARION VIRTUAL FRANCHISE","Other","Regular","65","No","No","Yes"
"339",2015,"FL","MARION VIRTUAL INSTRUCTION PROGRAM","Other","Regular","0","No","No","Yes"
"340",2015,"FL","MARION ELEARNING","Primary","Regular","40","No","No","Yes"
"341",2015,"FL","MONROE VIRTUAL INSTRUCTION PROGRAM","Other","Regular","2","No","No","Yes"
"342",2015,"FL","MONROE VIRTUAL FRANCHISE","Other","Regular","4","No","No","Yes"
"343",2015,"FL","MONROE VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)","Primary","Regular","3","No","No","Yes"
"344",2015,"FL","MONROE VIRTUAL ACADEMY  (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"345",2015,"FL","NASSAU VIRTUAL INSTRUCTION PROGRAM","Other","Regular","8","No","No","Yes"
"346",2015,"FL","NASSAU VIRTUAL FRANCHISE","Other","Regular","11","No","No","Yes"
"347",2015,"FL","NASSAU VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"348",2015,"FL","NASSAU VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)","Primary","Regular","0","No","No","Yes"
"349",2015,"FL","OKALOOSA VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"350",2015,"FL","OKALOOSA VIRTUAL INSTRUCTION PROGRAM","Other","Regular","30","No","No","Yes"
"351",2015,"FL","OKALOOSA ONLINE NON FRANCHISED","Other","Regular","252","No","No","Yes"
"352",2015,"FL","OKALOOSA VIRTUAL INSTRUCTION (COURSE OFFERINGS)","High","Regular","0","No","No","Yes"
"353",2015,"FL","OKEECHOBEE VIRTUAL INSTRUCTION PROGRAM","Primary","Regular","0","No","No","Yes"
"354",2015,"FL","OKEECHOBEE VIRTUAL FRANCHISE","Other","Regular","17","No","No","Yes"
"355",2015,"FL","ORANGE COUNTY VIRTUAL INSTRUCTION PROGRAM","Other","Regular","97","No","No","Yes"
"356",2015,"FL","ORANGE COUNTY VIRTUAL FRANCHISE","Other","Regular","139","No","No","Yes"
"357",2015,"FL","ORANGE VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"358",2015,"FL","OCVS DIGITAL ACADEMY","Other","Regular","17","No","No","Yes"
"359",2015,"FL","OSCEOLA VIRTUAL FRANCHISE (SECONDARY)","Other","Regular","84","No","No","Yes"
"360",2015,"FL","OSCEOLA VIRTUAL INSTRUCTION PROGRAM","Other","Regular","74","No","No","Yes"
"361",2015,"FL","OSCEOLA VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"362",2015,"FL","FLORIDA VIRTUAL ACADEMY AT OSCEOLA COUNTY","Other","Regular","126","Yes","No","Yes"
"363",2015,"FL","PALM BEACH VIRTUAL FRANCHISE","Other","Regular","47","No","No","Yes"
"364",2015,"FL","PALM BEACH VIRTUAL INSTRUCTION PROGRAM","Other","Regular","48","No","No","Yes"
"365",2015,"FL","PALM BEACH VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"366",2015,"FL","FLORIDA VIRTUAL ACADEMY AT PALM BEACH COUNTY","Other","Regular","138","Yes","No","Yes"
"367",2015,"FL","PALM BEACH VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"368",2015,"FL","INSPIRED 2 THINK VIRTUAL CHARTER SCHOOL","Other","Regular","0","Yes","No","Yes"
"369",2015,"FL","PASCO ESCHOOL-VIRTUAL FRANCHISE","Other","Regular","125","No","No","Yes"
"370",2015,"FL","PASCO VIRTUAL INSTRUCTION PROGRAM","Primary","Regular","0","No","No","Yes"
"371",2015,"FL","PASCO VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"372",2015,"FL","PASCO VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)","Primary","Regular","38","No","No","Yes"
"373",2015,"FL","FLORIDA VIRTUAL ACADEMY AT PASCO","Other","Regular","121","Yes","No","Yes"
"374",2015,"FL","PINELLAS VIRTUAL INSTRUCTION PROGRAM","Other","Regular","0","No","No","Yes"
"375",2015,"FL","PINELLAS VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"376",2015,"FL","PINELLAS VIRTUAL K-12","Other","Regular","224","No","No","Yes"
"377",2015,"FL","FLORIDA VIRTUAL ACADEMY AT PINELLAS CHARTER SCHOOL","Other","Regular","145","Yes","No","Yes"
"378",2015,"FL","POLK VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"379",2015,"FL","POLK VIRTUAL INSTRUCTION PROGRAM","Other","Regular","68","No","No","Yes"
"380",2015,"FL","POLK VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"381",2015,"FL","POLK FULL TIME ESCHOOL","Other","Regular","105","No","No","Yes"
"382",2015,"FL","PUTNAM VIRTUAL INSTRUCTION PROGRAM","Primary","Regular","3","No","No","Yes"
"383",2015,"FL","PUTNAM VIRTUAL FRANCHISE","Other","Regular","15","No","No","Yes"
"384",2015,"FL","PUTNAM VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)","Primary","Regular","1","No","No","Yes"
"385",2015,"FL","SANTA ROSA VIRTUAL FRANCHISE","Other","Regular","83","No","No","Yes"
"386",2015,"FL","SANTA ROSA ONLINE VIRTUAL INSTRUCTION PROGRAM","Other","Regular","31","No","No","Yes"
"387",2015,"FL","SANTA ROSA VIRTUAL INSTRUCTION COURSE OFFERINGS","Other","Regular","0","No","No","Yes"
"388",2015,"FL","SARASOTA VIRTUAL INSTRUCTION PROGRAM","Other","Regular","31","No","No","Yes"
"389",2015,"FL","SARASOTA VIRTUAL ACADEMY (VIRTUAL FRANCHISE)","Other","Regular","0","No","No","Yes"
"390",2015,"FL","SEMINOLE VIRTUAL INSTRUCTION PROGRAM (SVIP)","Other","Regular","0","No","No","Yes"
"391",2015,"FL","SEMINOLE COUNTY VIRTUAL FRANCHISE (SCVS)","Other","Regular","122","No","No","Yes"
"392",2015,"FL","SEMINOLE VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"393",2015,"FL","SEMINOLE ACADEMY OF DIGITAL LEARNING","Other","Regular","31","No","No","Yes"
"394",2015,"FL","ST. JOHNS VIRTUAL FRANCHISE","Other","Regular","121","No","No","Yes"
"395",2015,"FL","ST. JOHNS VIRTUAL INSTRUCTION PROGRAM K-8","Primary","Regular","1","No","No","Yes"
"396",2015,"FL","ST. JOHNS VIRTUAL INSTRUCTIONAL PROGRAM","Primary","Regular","40","No","No","Yes"
"397",2015,"FL","ST. LUCIE VIRTUAL INSTRUCTION PROGRAM","Other","Regular","14","No","No","Yes"
"398",2015,"FL","MOSAIC DIGITAL ACADEMY LOWER SCHOOL","Primary","Regular","51","No","No","Yes"
"399",2015,"FL","MOSAIC DIGITAL ACADEMY PT ST. LUCIE VIRTUAL INSTRUC (COURSE","Other","Regular","0","No","No","Yes"
"400",2015,"FL","MOSAIC DIGITAL ACADEMY UPPER SCHOOL (ST. LUCIE VIRTUAL FRANC","Other","Regular","97","No","No","Yes"
"401",2015,"FL","SUMTER COUNTY VIRTUAL INSTRUCTION PROGRAM","Other","Regular","9","No","No","Yes"
"402",2015,"FL","SUMTER VIRTUAL FRANCHISE","Other","Regular","2","No","No","Yes"
"403",2015,"FL","SUWANNEE VIRTUAL INSTRUCTION PROGRAM","Other","Regular","4","No","No","Yes"
"404",2015,"FL","SUWANNEE VIRTUAL SCHOOL","Other","Regular","6","No","No","Yes"
"405",2015,"FL","SUWANNEE VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"406",2015,"FL","TAYLOR VIRTUAL INSTRUCTION PROGRAM","Other","Regular","2","No","No","Yes"
"407",2015,"FL","TAYLOR VIRTUAL FRANCHISE","High","Regular","0","No","No","Yes"
"408",2015,"FL","UNION VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"409",2015,"FL","UNION VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED)","Other","Regular","0","No","No","Yes"
"410",2015,"FL","VOLUSIA COUNTY VIRTUAL INSTRUCTION PROGRAM","Other","Regular","158","No","No","Yes"
"411",2015,"FL","VOLUSIA VIRTUAL INSTRUCTION (COURSE OFFERINGS)","Other","Regular","0","No","No","Yes"
"412",2015,"FL","WAKULLA COUNTY VIRTUAL INSTRUCTION PROGRAM","Other","Regular","7","No","No","Yes"
"413",2015,"FL","WAKULLA VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"414",2015,"FL","WALTON VIRTUAL SCHOOL FULL TIME","Other","Regular","0","No","No","Yes"
"415",2015,"FL","WALTON VIRTUAL FRANCHISE","Other","Regular","12","No","No","Yes"
"416",2015,"FL","WASHINGTON VIRTUAL INSTRUCTION PROGRAM","Other","Regular","8","No","No","Yes"
"417",2015,"FL","WASHINGTON VIRTUAL FRANCHISE","Other","Regular","5","No","No","Yes"
"418",2015,"FL","FSUS VIRTUAL SCHOOL FRANCHISE","Other","Regular","0","No","No","Yes"
"419",2015,"FL","FAMU DRS VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"420",2015,"FL","P. K. YONGE VIRTUAL FRANCHISE","Other","Regular","0","No","No","Yes"
"421",2015,"IN","Hoosier Acad Virtual Charter Sch","Other","Regular","3861","Yes","No","Yes"
"422",2015,"IN","Indiana Connections Academy","Other","Regular","3705","Yes","No","Yes"
"423",2015,"IN","Indiana Virtual School","Other","Regular","1320","Yes","No","Yes"
"424",2015,"IN","Achieve Virtual Education Academy","High","Regular","201","No","No","Yes"
"425",2015,"IA","Iowa Connections Academy High School","High","Regular","260","No","Not applicable","Yes"
"426",2015,"IA","Iowa Connections Academy Middle School","Middle","Regular","95","No","Not applicable","Yes"
"427",2015,"IA","Iowa Connections Academy Elementary","Primary","Regular","87","No","Not applicable","Yes"
"428",2015,"IA","Iowa Virtual Academy","Other","Regular","311","No","Not applicable","Yes"
"429",2015,"KS","Smoky Valley Virtual Charter School","Other","Regular","625","Yes","No","Yes"
"430",2015,"KS","Riverside Virtual High School","High","Regular","36","No","No","Yes"
"431",2015,"KS","Andover eCademy","Other","Regular","2623","No","No","Yes"
"432",2015,"KS","SouthWinds Academy","Other","Regular","56","No","No","Yes"
"433",2015,"KS","Kansas Connections Academy","Other","Regular","601","No","No","Yes"
"434",2015,"KS","21st Century Learning Academy/Kiowa County","Other","Regular","199","No","No","Yes"
"435",2015,"KS","Lawrence Virtual School","Other","Regular","1196","Yes","No","Yes"
"436",2015,"KS","Leavenworth Virtual School","Primary","Regular","89","No","No","Yes"
"437",2015,"KS","Insight School of KS at Hilltop Ed Center","High","Regular","748","Yes","No","Yes"
"438",2015,"KS","Kansas Virtual Academy (KSVA)","Primary","Regular","256","No","No","Yes"
"439",2015,"KS","Learning² eSchool of Wichita","Other","Regular","232","No","No","Yes"
"440",2015,"LA","Louisiana Connections Academy","Other","Regular","2141","Yes","No","Yes"
"441",2015,"LA","Louisiana Virtual Charter Academy","Other","Regular","1914","Yes","Missing/not reported","Yes"
"442",2015,"LA","Virtual Academy of Lafourche","Other","Regular","478","Yes","No","Yes"
"443",2015,"ME","Maine Connections Academy","High","Regular","390","Yes","No","Yes"
"444",2015,"ME","Maine Virtual Academy","High","Regular","281","Yes","No","Yes"
"445",2015,"MA","Massachusetts Virtual Academy at Greenfield Commonwealth Vir","Other","Regular","621","No","No","Yes"
"446",2015,"MA","TEC Connections Academy Commonwealth Virtual School","Other","Regular","808","No","No","Yes"
"447",2015,"MI","Virtual Learning Academyof St. Clair County","Other","Other","147","Yes","No","Yes"
"448",2015,"MI","Michigan Connections Academy","Other","Regular","1685","Yes","No","Yes"
"449",2015,"MI","Michigan Virtual Charter Academy","Other","Regular","2863","Yes","No","Yes"
"450",2015,"MI","ICademy Global","Other","Regular","227","Yes","No","Yes"
"451",2015,"MI","Great Lakes Cyber Academy","High","Regular","687","Yes","No","Yes"
"452",2015,"MI","Mackinac Preparatory Academy","Other","Regular","40","Yes","No","Yes"
"453",2015,"MI","LifeTech Academy","Other","Regular","152","Yes","No","Yes"
"454",2015,"MI","Michigan Great Lakes Virtual Academy","Other","Regular","2351","Yes","No","Yes"
"455",2015,"MI","WAY Michigan","Other","Other","77","Yes","No","Yes"
"456",2015,"MI","Insight School of Michigan","Other","Other","676","Yes","No","Yes"
"457",2015,"MI","Regents Academy","Other","Regular","134","Yes","No","Yes"
"458",2015,"MI","Armada Continuing Education Center","High","Other","14","No","No","Yes"
"459",2015,"MI","Bangor Township Virtual School","Other","Other","57","No","No","Yes"
"460",2015,"MI","Sucess - Edmore/Montabella/Vestaburg","High","Other","59","No","No","Yes"
"461",2015,"MI","West Michigan Virtual - Battle Creek HS","High","Other","277","No","No","Yes"
"462",2015,"MI","West Michigan Virtual - Battle Creek MS","Middle","Other","27","No","No","Yes"
"463",2015,"MI","Success - Stanton/Central Montcalm","Other","Other","76","No","No","Yes"
"464",2015,"MI","Success - Escanaba","Other","Other","122","No","No","Yes"
"465",2015,"MI","Success - Ionia","High","Other","32","No","No","Yes"
"466",2015,"MI","Success - Howard City/Tri County","High","Other","68","No","No","Yes"
"467",2015,"MI","Success - Three Rivers","High","Other","103","No","No","Yes"
"468",2015,"MI","Success - Lakeview","High","Other","45","No","No","Yes"
"469",2015,"MI","SUCCESS - Grand Rapids: Alger Heights","Other","Other","189","No","No","Yes"
"470",2015,"MI","Success - Menominee","Other","Other","95","No","No","Yes"
"471",2015,"MI","Success - Grand Rapids Fuller Ave","High","Other","44","No","No","Yes"
"472",2015,"MI","Success - Belding","High","Other","119","No","No","Yes"
"473",2015,"MI","Success - St Louis","High","Other","44","No","No","Yes"
"474",2015,"MI","Buchanan Virtual Academy","Other","Regular","45","No","No","Yes"
"475",2015,"MI","Buchanan Step Up","Other","Other","15","No","Yes","Yes"
"476",2015,"MI","Capac Virtual Education Program","Other","Other","40","No","No","Yes"
"477",2015,"MI","Caro Alternative High School","High","Other","53","No","Yes","Yes"
"478",2015,"MI","Cheboygan Virtual Academy","High","Other","40","No","No","Yes"
"479",2015,"MI","Clintondale Virtual Academy","Other","Other","37","No","No","Yes"
"480",2015,"MI","Tri County Educational Center","High","Other","365","No","No","Yes"
"481",2015,"MI","Hanover-Horton Virtual School","High","Regular","17","No","No","Yes"
"482",2015,"MI","Hartland Virtual Academy","Other","Regular","18","No","No","Yes"
"483",2015,"MI","Michigan Cyber Academy","High","Other","95","No","No","Yes"
"484",2015,"MI","South Central Michigan Virtual","Other","Regular","101","No","No","Yes"
"485",2015,"MI","Ingham Virtual High School","High","Other","8","No","No","Yes"
"486",2015,"MI","Madison Virtual Academy","Other","Regular","256","No","No","Yes"
"487",2015,"MI","Great Lakes Online School","Other","Other","32","No","No","Yes"
"488",2015,"MI","St. Charles Virtual School","Other","Other","83","No","No","Yes"
"489",2015,"MI","Maple Grove Alternative High School","High","Other","87","No","No","Yes"
"490",2015,"MN","Northern Star Online","High","Regular","0","No","No","Yes"
"491",2015,"MN","VIRTUAL HIGH SCHOOL","Other","Regular","410","Yes","No","Yes"
"492",2015,"MN","MTCS CONNECTIONS ACADEMY","Other","Regular","1760","Yes","No","Yes"
"493",2015,"MN","CYBER VILLAGE ACADEMY","Other","Regular","227","Yes","No","Yes"
"494",2015,"MN","BLUESKY CHARTER SCHOOL","High","Regular","513","Yes","No","Yes"
"495",2015,"MN","CROSSLAKE COMMUNITY HIGH SCHOOL","High","Regular","30","Yes","No","Yes"
"496",2015,"MN","TRIO WOLF CREEK DISTANCE LEARNING","Other","Regular","178","Yes","No","Yes"
"497",2015,"MN","MINNESOTA ONLINE HIGH SCHOOL","High","Regular","138","Yes","No","Yes"
"498",2015,"MN","EDVISIONS OFF CAMPUS SCHOOL","High","Regular","99","Yes","No","Yes"
"499",2015,"MN","INFINITY:MINNESOTA  DIGITAL ACADEMY","High","Regular","0","No","No","Yes"
"500",2015,"MN","STEP AHEAD HIGH SCHOOL","High","Regular","45","No","No","Yes"
"501",2015,"MN","INSIGHT SCHOOL OF MINNESOTA","Other","Regular","273","No","No","Yes"
"502",2015,"MN","ACADEMIC EXCELLENCE ONLINE","High","Regular","12","No","No","Yes"
"503",2015,"MN","ONLINE 728","High","Regular","43","No","No","Yes"
"504",2015,"MN","IQ ACADEMY MINNESOTA","Other","Regular","333","No","No","Yes"
"505",2015,"MN","MINNESOTA VIRTUAL ACADEMY","Other","Regular","1515","No","No","Yes"
"506",2015,"MN","LINK12 LAKEVILLE","Other","Regular","36","No","No","Yes"
"507",2015,"MN","LANESBORO ONLINE","High","Regular","0","No","No","Yes"
"508",2015,"MN","EMINNESOTA ONLINE ACADEMY","High","Regular","8","No","No","Yes"
"509",2015,"MN","MINNEAPOLIS ON LINE LEARNING","High","Regular","33","No","No","Yes"
"510",2015,"MN","DISTANCE LEARNING PROGRAM","Other","Regular","39","No","No","Yes"
"511",2015,"MN","Princeton Online Academy","Other","Regular","0","No","No","Yes"
"512",2015,"MN","Saints Online","High","Regular","30","No","No","Yes"
"513",2015,"MN","WORTHINGTON 518 (VIRTUAL INSTRUCT","Other","Regular","125","No","Yes","Yes"
"514",2015,"MO","MOVIP ELEM. SCHOOL","Primary","Other","9","No","No","Yes"
"515",2015,"MO","MOVIP HIGH SCHOOL","Other","Other","44","No","No","Yes"
"516",2015,"NE","UNIVERSITY OF NEBRASKA HIGH SCHOOL","High","Regular","114","Not applicable","Not applicable","Yes"
"517",2015,"NV","Nevada Connections Academy","Other","Regular","2851","Yes","No","Yes"
"518",2015,"NV","Nevada Virtual Academy","Other","Regular","2209","Yes","No","Yes"
"519",2015,"NV","Beacon Academy of Nevada","High","Regular","548","Yes","No","Yes"
"520",2015,"NV","Northeastern Nevada Virtual Academy","Other","Regular","182","No","No","Yes"
"521",2015,"NH","Virtual Learning Academy (H)","High","Regular","151","Yes","No","Yes"
"522",2015,"NH","Virtual Learning Academy (E)","Middle","Regular","13","Yes","No","Yes"
"523",2015,"NC","NC Connections Academy","Other","Regular","1491","Yes","No","Yes"
"524",2015,"NC","NC Virtual Academy","Other","Regular","1435","Yes","No","Yes"
"525",2015,"OH","Electronic Classroom Of Tomorrow","Other","Regular","14153","Yes","Missing/not reported","Yes"
"526",2015,"OH","Treca Digital Academy","Other","Regular","1857","Yes","Missing/not reported","Yes"
"527",2015,"OH","Newark Digital Academy","Other","Regular","368","Yes","Missing/not reported","Yes"
"528",2015,"OH","Mahoning Unlimited Classroom","Other","Regular","132","Yes","Missing/not reported","Yes"
"529",2015,"OH","Goal Digital Academy","Other","Regular","380","Yes","Missing/not reported","Yes"
"530",2015,"OH","Akron Digital Academy","Other","Regular","347","Yes","Missing/not reported","Yes"
"531",2015,"OH","Fairborn Digital Academy","High","Regular","163","Yes","Missing/not reported","Yes"
"532",2015,"OH","Ohio Virtual Academy","Other","Regular","9466","Yes","Missing/not reported","Yes"
"533",2015,"OH","Alternative Education Academy","Other","Regular","1611","Yes","Missing/not reported","Yes"
"534",2015,"OH","Virtual Community School Of Ohio","Other","Regular","856","Yes","Missing/not reported","Yes"
"535",2015,"OH","Marion City Digital Academy","Other","Regular","133","Yes","Missing/not reported","Yes"
"536",2015,"OH","Southwest Licking Digital Acad","Other","Regular","25","Yes","Missing/not reported","Yes"
"537",2015,"OH","Ohio Connections Academy Inc","Other","Regular","3417","Yes","Missing/not reported","Yes"
"538",2015,"OH","Quaker Digital Academy","Other","Regular","657","Yes","Missing/not reported","Yes"
"539",2015,"OH","Massillon Digital Academy Inc","Other","Regular","71","Yes","Missing/not reported","Yes"
"540",2015,"OH","Lorain K-12 Digital Academy","Other","Regular","128","Yes","Missing/not reported","Yes"
"541",2015,"OH","West Central Learning Academy II","High","Regular","51","Yes","Missing/not reported","Yes"
"542",2015,"OH","Lakewood Digital Academy","Other","Regular","30","Yes","Missing/not reported","Yes"
"543",2015,"OH","Greater Ohio Virtual School","High","Regular","427","Yes","Missing/not reported","Yes"
"544",2015,"OH","Auglaize County Educational Academy","Other","Regular","46","Yes","Missing/not reported","Yes"
"545",2015,"OH","Findlay Digital Academy","High","Regular","147","Yes","Missing/not reported","Yes"
"546",2015,"OH","Buckeye On-Line School for Success","Other","Regular","853","Yes","Missing/not reported","Yes"
"547",2015,"OH","Provost Academy Ohio","Other","Regular","124","Yes","Missing/not reported","Yes"
"548",2015,"OH","Insight School of Ohio","Other","Regular","1009","Yes","Missing/not reported","Yes"
"549",2015,"OK","EPIC ONE ON ONE CHARTER ES","Primary","Regular","2064","Yes","Not applicable","Yes"
"550",2015,"OK","EPIC ONE ON ONE CHARTER HS","High","Regular","2635","Yes","Not applicable","Yes"
"551",2015,"OK","EPIC ONE ON ONE CHARTER MS","Middle","Regular","1338","Yes","Not applicable","Yes"
"552",2015,"OK","OKLA. VIRTUAL CHARTER ACAD ES","Primary","Regular","846","Yes","Not applicable","Yes"
"553",2015,"OK","OKLA. VIRTUAL CHARTER ACAD MS","Middle","Regular","668","Yes","Not applicable","Yes"
"554",2015,"OK","OKLA. VIRTUAL CHARTER ACAD HS","High","Regular","886","Yes","Not applicable","Yes"
"555",2015,"OK","INSIGHT SCHOOL OF OKLAHOMA HS","High","Regular","276","Yes","Not applicable","Yes"
"556",2015,"OK","INSIGHT SCHOOL OF OKLAHOMA MS","Middle","Regular","70","Yes","Not applicable","Yes"
"557",2015,"OK","OKLAHOMA CONNECTIONS ACAD ES","Primary","Regular","281","Yes","Not applicable","Yes"
"558",2015,"OK","OKLAHOMA CONNECTIONS ACAD MS","Middle","Regular","241","Yes","Not applicable","Yes"
"559",2015,"OK","OKLAHOMA CONNECTIONS ACAD HS","High","Regular","596","Yes","Not applicable","Yes"
"560",2015,"OK","ABLE CHARTER SCHOOL 6TH-8TH","Middle","Regular","11","Yes","Not applicable","Yes"
"561",2015,"OK","ABLE CHARTER SCHOOL 9TH-12TH","High","Regular","44","Yes","Not applicable","Yes"
"562",2015,"OR","Baker Web Academy","Other","Regular","730","Yes","Not applicable","Yes"
"563",2015,"OR","Crater Lake Charter Academy","Other","Regular","244","Yes","Not applicable","Yes"
"564",2015,"OR","Summit Learning Charter","Other","Regular","718","Yes","Not applicable","Yes"
"565",2015,"OR","Silvies River Charter School","Other","Regular","116","Yes","Not applicable","Yes"
"566",2015,"OR","Oregon Virtual Education - West","Other","Regular","49","Yes","Not applicable","Yes"
"567",2015,"OR","Metro East Web Academy","Other","Regular","368","Yes","Not applicable","Yes"
"568",2015,"OR","Oregon Connections Academy","Other","Regular","3763","Yes","Missing/not reported","Yes"
"569",2015,"OR","Insight School of Oregon Painted Hills","High","Regular","195","Yes","Missing/not reported","Yes"
"570",2015,"OR","Oregon Virtual Academy","Other","Regular","1776","Yes","Not applicable","Yes"
